responseNo,userID,batch,pf,answerTime,finishTime,totalTime,Q1,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_9,Q3_6,Q3_7,Q3_8,Q3_5,Q3_10,Q3_11,Q3_12,Q3_13,Q4,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_17,Q9_18,Q9_19,Q9_20,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q10_16,Q10_17,Q10_18,Q10_19,Q10_20,Q10_21,Q10_22,Q10_23,Q10_24,Q10_25,Q10_26,Q10_27,Q10_28,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_15,Q12_16,Q12_17,Q12_18,Q12_19,Q12_20,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q13_16,Q13_17,Q13_18,Q13_19,Q13_201,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_14,Q14_152,Q14_16,Q14_17,Q14_18,Q15,Q16,Q17,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_13,Q19_14,Q19_15,Q19_16,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q20_14,Q20_15,Q20_16,Q20_17,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q22_11,Q22_12,Q22_13,Q22_14,Q22_15,Q22_16,Q22_17,Q22_18,Q22_19,Q22_20,Q22_21,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q23_11,Q23_12,Q23_13,Q23_14,Q23_15,Q23_16,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q24_16,Q24_17,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q25_13,Q25_14,Q25_15,Q25_16,Q25_17,Q25_18,Q25_19,Q25_20,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q29,Q30.1,Q30.2,Q30.3,Q30.4,Q30.5,Q30.6,Q30.7,Q30.8,Q30.9,Q30.10,Q30.11,Q31.1,Q31.2,Q31.3,Q31.4,Q31.5,Q31.6,Q31.7,Q32,Q33,Q34,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q35_9,Q35_10,Q35_11,Q35_12,Q35_13,Q35_14,Q35_15,Q35_16,Q35_17,Q35_18,Q35_19,Q35_20,Q35_21,Q35_22,Q35_23,Q35_24,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_10,Q36_11,Q36_12,Q36_13,Q36_14,Q36_15,Q36_16,Q36_17,Q36_18,Q36_19,Q36_20,Q36_21,Q36_22,Q36_23,Q36_24,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q37_9,Q37_10,Q37_11,Q37_12,Q37_13,Q37_14,Q37_15,Q37_16,Q37_17,Q37_18,Q37_19,Q37_20,Q37_21,Q38_1,Q38_2,Q38_3,Q38_4,Q38_5,Q38_6,Q38_7,Q38_8,Q38_9,Q38_10,Q38_11,Q38_12,Q38_13,Q38_14,Q38_15,Q38_16,Q38_17,Q38_18,Q38_19,Q38_20,Q38_21,Q39,Q40,Q41_1,Q41_2,Q41_3,Q41_4,Q41_5,Q41_6,Q42_1,Q42_2,Q42_3,Q42_4,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q43_6,Q43_7,Q43_8,Q43_9,Q43_10,Q43_11,Q43_12,Q43_13,Q43_14,Q43_15,Q43_16,Q43_17,Q43_18,Q43_19,Q43_20,Q43_21,Q43_22,Q43_23,Q43_24,Q43_25,Q43_26,Q44,Q45,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q46_6,Q46_7,Q46_8,Q46_9,Q46_10,Q46_11,Q46_12,Q46_13,Q46_14,Q46_15,Q46_16,Q46_17,Q46_18,Q46_19,Q46_20,Q46_21,Q46_22,Q46_23,Q46_24,Q46_25,Q46_26,Q46_27,Q46_28,Q46_29,Q46_30,Q47,Q48,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q49_6,Q49_7,Q49_8,Q49_9,Q49_10,Q49_11,Q49_12,Q49_13,Q49_14,Q49_15,Q49_16,Q49_17,Q49_18,Q49_19,Q50.1,Q50.2,Q50.3,Q50.4,Q50.5,Q50.6,Q50.7,Q50.8,Q50.9,Q50.10,Q51.1,Q51.2,Q51.3,Q51.4,Q51.5,Q51.6,Q51.7,Q51.8,Q51.9,Q51.10,Q52,Q53,Q54,Q55.1,Q55.2,Q55.4,Q55.5,Q55.6,Q55.7
84,d2d200c0ecfcc4b7dfd9f0ad6d190f2c,3,dy,2025/3/6,2025/3/6,822,2,30,1,2,,,,,,,,,,,,4,2,4,4,5,,,,,,,,,,10,,,,14,,,,,,,,,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,13,,,,17,,,,,,,,,,,,,,,,,,,,17,,,,,,3,4,,,,,,,,,,,15,16,,,2,5,3,3,,2,,,5,,,,,,,,,,,,,,,,5,,7,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,,,,6,,,,,11,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,7,,,,,,4,,,,,,,,,13,,3,4,3,5,4,3,3,4,5,4,4,5,5,5,5,4,4,4,4,4,5,8,,,,,,,,,,10,,,13,,,,,,,,,,,,,,,,,,,,,10,,,13,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,2,4,1,2,,,,,1,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,3,7,,2,,,,,,,,,,,,,15,,17,,,3,1,2,2,5,4,3,2,1,2,2,4,4,4,4,4,4,4,5,5,2,8,4,北京市,朝阳区,T4,N,110,110
85,ca237195243b2b3bcca8c0191f631eb2,3,dy,2025/3/6,2025/3/6,347,1,37,1,,,,,,,,,,,,,2,3,1,1,1,,,,,,,,8,9,,,12,,,,,17,,,,,,,4,,,,8,,,,,,,,,,,,20,21,,23,,,,,,,,,4,5,,,,,,,5,,,,,,,12,,14,,16,,,,,,,,,,,,,,,,12,,14,,16,,,,,,,,4,,,,8,,,11,,,,15,,17,,2,2,1,3,1,,,4,,,,,,10,,,,,,,1,2,,4,,,,,,,11,,,14,,,,1,,,4,,6,,,,10,,,13,,,,2,,4,,,,,9,,,12,,,15,,,,,,,,,,4,5,6,,8,,,,,13,,,,,,3,,5,,,,,,11,,,14,15,,,,,3,4,,6,,,,,,12,,,,,,,,,6,,,3,,5,,,,,,,,,,,7,,,,11,,,,4,3,2,3,5,3,4,4,3,3,4,3,4,3,4,5,3,4,4,4,4,8,1,2,,,,,,,,10,,,,14,,16,17,18,,,21,,,,1,2,,,,,,,,10,,,,14,,16,17,18,,,21,,,,1,,,,,,,,,,11,12,13,,,16,17,,19,20,,1,,,,,,,,,,11,12,13,,,16,17,,19,20,,4,4,,2,,,,,,2,,,,,,,,6,,,,,,12,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,13,,,,,18,,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,3,4,2,7,3,湖北省,黄冈市,C,S,420,4211
87,1a6bf2ea5f27487b2e9b8eb0233f53fc,3,dy,2025/3/6,2025/3/6,721,2,39,1,2,,,,,,,,10,,,,4,3,5,2,2,,,,4,,6,7,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,22,,,,,,,1,,,,5,,,,2,,,,,,,,,,12,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,13,,,,17,,2,4,3,2,,2,,,,,,,,,11,,13,,15,,,,3,4,,,7,,,,,,,,,,,,,3,,5,,,,,,,,,,,,,,,,,,,,,11,,,,15,,,18,,,,,,,,,,,,,,11,,13,,,,,,,,,,,,,10,,12,,,,,,,,,,,6,,8,,,,,,,,,17,,,,3,,,3,,,,,,,,2,3,,,,,,,,,,,,2,3,2,3,3,2,3,3,4,2,2,4,3,4,3,4,3,3,2,3,3,6,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,7,,9,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,15,,,,,,,,,,,,,,,,2,6,,,,,5,6,,,,,,,,,,,,,19,2,3,1,2,4,4,2,3,3,5,4,4,2,1,2,4,5,2,5,4,2,6,4,河北省,唐山市,B,N,130,1302
89,63b2b44b2c39d8d6f366f7db90e17bc9,3,dy,2025/3/6,2025/3/6,647,2,25,1,2,3,,5,,,,,,,,,3,2,5,2,2,,,3,4,,6,7,8,,10,11,12,,,,,17,18,,,1,,3,4,5,,7,,,,,,13,14,,,,18,,,,,,,,,,,1,,3,4,,,,1,,,,5,,7,,,10,,12,13,14,,,17,,,,1,,,,,,7,,,10,,12,,,,,17,,,,,2,,,,6,7,,,,,,,14,15,,,,2,4,3,3,,2,,,,,7,,,10,,,13,14,,,,2,3,,,,,8,,,,,,14,15,,,1,2,,,5,6,,,,,11,,,,,,,,,,,7,,,,,12,,14,15,,,,19,,,,,3,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,7,,,1,,,,,,,8,9,,,,,,4,5,4,5,5,3,4,998,4,4,5,4,5,4,4,5,5,4,4,4,5,11,,2,,,,,,,,,11,,,,15,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,1,,,,,,,,,,11,,13,14,,,,18,,,,,,,,,,,,,,11,,13,14,,,,,,,,2,4,1,2,,,,,1,2,,,,,,,5,,,,,,,12,,,,,,,,,,,,,,,3,6,,,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,5,,7,,,,11,,,,,,,18,,4,1,2,5,4,3,1,4,1,2,4,2,2,1,3,4,5,2,5,5,2,8,5,广东省,深圳市,T4,S,440,4403
90,2aa51cd1a0a1f13afa1e20f4fd291d86,3,dy,2025/3/6,2025/3/6,312,1,28,1,,,,,6,,,,,,,,2,2,2,3,2,,2,3,4,5,,,8,,10,,,,,,16,,18,,,,,,4,,,,,,,,,,14,15,16,,,,,,22,23,,,,,,,2,,4,5,,,1,,,4,,6,,8,9,,,12,,,,,17,,,,1,,,4,,,,8,,,,,,,,,17,,,,,,,4,,6,,8,,,11,,,,,16,,,4,6,3,7,1,2,,,,,7,,,10,,,,14,,,1,,3,,,6,,,,,,,,,15,16,,,,,4,5,,,,,10,,,13,14,,,2,,,,,,,9,10,,,,,,,17,18,,,,,,3,,,6,7,8,,,,,13,,,,1,,,,5,,7,,,,,,,14,15,,,,,,,,,,,,,,,,,,,,,,,4,1,,,4,,6,7,,,,,3,4,5,,,8,9,,,,,,5,5,4,5,5,4,5,5,4,5,4,5,5,4,4,5,5,5,4,5,5,11,1,,,,,,,,,10,11,,,14,,,,,,,,,,,1,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,4,5,1,2,,,,,1,2,,,,2,3,4,,,,,,10,,12,,,,,17,18,,,,,23,,,,7,5,1,,3,4,,,7,,,10,,,,,15,,,,,,,22,,,,,,,,,6,1,1,,3,,,6,,,,,,,13,14,,,,,,3,3,2,3,4,2,3,2,2,4,4,3,3,4,4,3,4,5,4,3,2,8,5,江苏省,苏州市,A1,E,320,3205
91,7d4857c23d948ba7851542e238af2f87,3,dy,2025/3/6,2025/3/6,338,1,28,1,,3,,,,,,,,,,,2,2,1,5,1,,,,,,,,,,,,,,,,,,18,,,,,,,,,7,,,,,,,,,,,,,,,22,,,,,,,1,,,,5,,,,,,4,,,,8,,,,,,,,,17,,,,,,,,,,,8,,,,,,,,,17,,,,,,,,5,6,7,,,,,,,14,15,,,,1,1,3,4,,,,,5,,,,,10,,,,,,,,,,,,,,,,,,12,,14,15,16,,,,,4,,,,8,9,,,,13,,,,,,,,6,,8,9,,,,,,,,,,,,,,,,,5,6,,,,,11,,,,,,,,,,,,,,,,,,13,14,15,,,,,,,,,,,,,,,,,,,,,,,5,,2,,,5,6,,8,,,,,4,,6,7,,,,,,,,4,3,3,5,3,3,4,3,5,5,4,4,2,5,4,5,5,5,5,4,4,10,1,,,,,,,,,10,,,13,,15,,,,,,,,,,,,,,,,,,,,,,13,,15,,,,,,,,,,,,,,,,,,,,,,13,,,,17,,19,,,,,,,,,,,,,,,13,,,,,,,,,3,4,,2,,,,,1,2,,,,,,,,,,,,,,12,,,15,,,,,20,,,23,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,11,,13,,,,,,,4,4,3,4,4,4,4,3,4,3,3,3,4,3,5,3,4,4,4,3,3,5,4,江苏省,苏州市,A1,E,320,3205
92,d43078f27ef66fabdc83f14344d8c9ef,3,dy,2025/3/7,2025/3/7,292,1,26,1,,,,,,,,,,,,,5,2,1,1,4,1,2,3,4,,,,8,,,,,,,,,,,,,,,3,4,,,,,,,11,,,,,,,,,,21,,,,,26,,,1,,3,,,,,,2,,,5,,7,,9,,11,,,,,,17,,,,,2,,,5,,,,9,,,,,,,,,,,,,,3,,,,,8,,,,12,,,15,,17,,3,6,3,5,,,,,,6,7,,9,,11,12,,,,,,,,,,6,,,9,10,,,,14,,,,,2,,4,,,,,,10,11,,,,,,,,4,,6,,,9,,11,,,,,,17,,,,,,2,,4,,,,,,10,,12,,,,,1,,,4,,6,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,6,,,3,4,,,,8,,1,,3,,,6,,,9,,,,,,4,4,3,3,4,3,3,3,5,3,3,4,4,4,3,3,5,5,3,4,4,8,,,,,,6,,8,,,,,13,,15,16,,,,,,,,,,,,,,,,,,,,,13,,15,16,,,,,,,,,1,2,,,,,,,,,,,,14,,,,18,,,,1,2,,,,,,,,,,,,14,,,,18,,,,3,4,1,2,,,,,1,2,,,1,2,,,,,,,,10,,12,,,,,,,,,,,,,,,4,9,,,,4,,,,,,,,,,,,,,18,,,,,,,,,27,,,,5,8,1,,,,,6,,,,,,,,14,15,,,,19,4,4,4,5,4,3,3,4,3,5,4,4,4,4,4,4,4,4,4,4,3,9,4,广东省,广州市,T4,S,440,4401
93,9bbc67e2e0178c727eab32801d72fa31,3,dy,2025/3/7,2025/3/7,488,1,24,1,2,3,4,5,,,,,10,,,,3,2,4,2,1,,,,4,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,11,,,,,,,98,3,5,3,6,,,,,,6,,,,,,,13,,,,1,,3,,,,,,,,,,,,,,,,2,,,,,7,,9,10,,,,,,,,3,,,,7,,,,11,,,14,15,,,,,,,,,,,,,,,9,10,11,,,,,,,,,,,,,8,,,,,13,,15,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,7,,,,2,3,,,,,8,9,,,,,,4,5,5,998,3,3,3,998,4,3,5,3,5,4,5,5,4,5,5,5,5,11,1,,,4,,,,8,,,,,,14,15,16,17,18,,20,,,,,,,,,,,,,,,,,,,15,16,,,,20,,,,,,2,3,,,6,7,,9,10,11,12,13,14,15,16,,18,,,,,,,,,,7,,,10,,,,14,,,,,,,,3,4,1,2,,,,,1,2,3,,,,,,5,,,,,,,,,,,,,,,,,,,,,,5,7,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,,,,,,9,,,,13,14,15,16,,,,3,3,3,1,2,1,1,1,1,4,5,1,2,4,1,1,4,4,3,5,1,7,3,湖北省,恩施土家族苗族自治州,C,S,420,4228
94,520d35835935276097b472b054018ddc,3,dy,2025/3/7,2025/3/7,853,1,25,1,,,,,,,,,,,,,2,2,3,3,2,,,3,,,,7,8,,10,11,,13,,,,,,,,,,3,4,,,,8,,,,,,,,,,,,,21,,,,,26,,,,2,3,,5,,,1,2,3,4,5,,,,,10,11,,,,,,,18,,,1,,3,,5,,,,,,,,,,,,,18,,,,,3,,,6,,8,,,11,,,,,16,,,3,5,3,4,,2,,,5,,7,,9,10,,,,,,,,,,,,6,7,8,9,10,,,,,,,,,2,,,5,,,,,,11,12,,14,,,,,4,5,,,,,,,,,14,,,,18,19,,,,,,,5,,,,9,,,12,13,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,5,1,,,,,6,7,,,1,,3,,,6,,,,,,,13,,4,5,3,4,4,4,998,998,5,5,5,4,4,4,5,5,5,4,5,4,5,9,,,3,,,6,,8,,,11,12,13,,15,16,,18,,,,,,,,,,,,,,8,,,,,13,,15,16,,18,,,,,,,1,2,,,,,,,9,,11,,,14,,,17,18,,,,,2,,,,,,,,,11,,,14,,,17,18,,,,3,4,1,2,,,,,1,2,3,,1,,,,5,,,,,,,12,,,15,,,,,,,,,,,,6,10,,,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,2,,,,,,,,10,11,12,13,,,,,,,5,5,1,2,5,4,4,1,4,5,5,5,2,2,5,2,4,5,4,5,2,5,4,江苏省,南京市,A1,E,320,3201
95,a173209fb1bfd54149c07abe06a2d260,3,dy,2025/3/7,2025/3/7,890,1,20,1,2,3,4,5,,,,,10,,,,2,2,3,4,4,1,2,,,5,,7,,,,,12,13,,,,17,,,,,,,,,,,,,,,,,,15,,,,,,,22,,,25,,,,1,,3,4,,,,,2,,,,,,,,,11,,13,14,,,,,,,,2,,,,,,,,,11,,13,,,,,,,,1,,,4,,6,7,8,,,,,,,,,,,2,2,3,4,,,3,4,,,,8,,,11,,13,,,,1,,,,5,,,,,10,,12,,,15,,,,,,4,,6,,,,10,11,,,14,,1,2,,,,6,,,,10,,,,,15,,,,,,,,,,,5,,,,,,11,12,,,,,,,,,5,6,,,,,,12,,14,,,,,,,,,,,,,,,,,,,,,,,,9,1,2,,4,,6,7,,,,2,,4,,6,,,9,10,,,,,3,3,3,3,3,3,2,2,4,3,3,4,3,3,4,2,2,2,4,3,5,11,1,,,,,,,8,,10,,12,,,15,16,17,,,,,,,,1,,,,,,,,,,,,,,15,,17,,,,,,,,,,3,,,,7,,,,11,12,,,,,,,,,,,,,,,,7,,,,11,,,,,,,,,,,3,4,1,2,3,4,,,1,2,3,,1,,3,,5,,,,,10,,,,,,,,,,,,,,,,,7,11,,,,,,6,,,,,,,,,,,,,19,,,,,,,,,,,,7,11,,,,4,,6,7,,,,,,,,15,,,18,,2,2,4,2,3,2,2,2,3,4,5,5,4,5,2,2,1,1,5,5,5,9,2,福建省,三明市,B,S,350,3504
96,93d5665c92184665e14588cff1761a92,3,dy,2025/3/7,2025/3/7,369,1,40,1,,,4,,,7,,,10,,,,3,2,3,3,2,,,3,,5,,,,,10,,12,,,,,,,,,,,,4,,,,,,,,12,13,,,,,,,,,,23,,,,,,1,2,3,,,,,,,,,5,,,,,,,,,14,,16,,,,,,,,,,,,,,,,,,14,,16,,,,,1,,,4,,,,,9,,11,,,,,,,,3,6,4,4,,,,4,,,,8,,10,,,13,,,,1,2,,,,,,,,,,,13,14,,,,,,3,,,,,,9,,,,13,,,1,,,,,,7,,9,,,,,,,,,,,,,,,,,,6,,,9,,,,13,,,,,,,4,,,,,9,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,9,1,,3,,5,6,,,,1,2,,,,,,,,,,,13,,4,5,5,3,4,4,4,4,4,5,5,5,4,4,3,3,5,5,3,4,5,9,,,,,5,6,,,,10,,12,,,,,,,,,,,23,,,,,,5,,,,,10,,12,,,,,,,,,,,23,,,,,,,,,8,,10,,12,,,,,,,,,,,,,,,,,8,,10,,12,,,,,,,,,,4,4,1,2,,,,,1,2,,,,,,,5,6,,,,,,,,,,,,18,,,21,,23,,,,4,9,1,,,,,,,,9,,11,,,,,16,,18,,,,,,,,,,,,,5,10,,,3,,,6,,,,,,12,13,,15,,,,,4,3,3,5,3,4,4,5,3,3,4,3,4,3,4,4,4,5,3,3,3,9,4,山东省,青岛市,A1,N,370,3702
97,e0be1deccbd134983bf80c2f5117960d,3,dy,2025/3/7,2025/3/7,562,1,38,1,2,3,4,,,7,,,,,,,6,3,1,5,2,,,,4,,,7,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,8,,,,,13,,,,,,3,8,3,5,,2,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,4,,,7,,,,,,,,,,,,,,,,,,,,,,14,15,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,10,,,,,,16,,18,,,11,,2,3,,5,,7,,,1,2,,,,,,,,,,,,,3,4,3,5,4,4,3,3,3,3,3,5,4,4,4,4,3,4,4,3,3,5,,,,,,,,8,,,11,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,13,,,,,,,20,,,,,,,,,,,,11,,13,,,,,,,20,,3,4,,2,,,,,,,3,,,,,,5,,,,,,,,,,,,,,,20,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,7,,,,,,,,,,,,,2,2,1,5,3,4,2,2,4,4,1,1,2,2,2,1,1,1,4,4,9,9,2,江西省,赣州市,B,S,360,3607
98,efec3b39be4f28a8c33dd742242169e3,3,dy,2025/3/7,2025/3/7,707,1,32,1,2,3,,,,,,,,,,,3,3,5,2,1,,,,,,6,,,,10,,,,,,,,,,,1,,,4,,,,,,,11,,,,,,,,19,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,17,18,,,,,,,,,,,,,,,,,,,,18,,,,2,,,5,,,,,,,,,,,,,,2,4,3,3,1,,,,,,,8,,,,,,14,15,,,,,4,,,,,,,,,13,14,,,,,,,,5,,,,,10,11,,13,,,,,,,,,,,,,,,,14,,16,,18,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,99,,,,,,,,,,10,,,,,,,,18,19,,5,1,,,,,,,,,,,,,,,,8,,,,,13,,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,1,2,,4,,,,,9,10,,,,14,,,17,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,11,,13,,15,16,,,,,,,,,,,,,,,,11,,13,,,,,,,,,2,4,1,2,,,,,1,2,,,,,,,5,,,,,,,12,,,,,,,,20,,,23,,,,3,12,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,,,,,5,,,,,,11,12,,,,,,18,,4,1,1,1,3,2,3,2,1,4,4,4,4,4,4,4,4,4,3,4,3,10,4,山西省,太原市,A,N,140,1401
99,32a8e924eb0cc871730f15227b1fc446,3,dy,2025/3/7,2025/3/7,853,1,25,1,2,,,,,,,,,,,,4,2,4,3,1,,,3,4,,,,,,,11,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,16,,,2,7,3,3,,,,,,6,,,,,,,,,15,,,,,4,5,,,,,,,,,,15,,,,,,,,6,7,,,,11,,,14,,,,,,,6,,,,,11,,,,,,,,19,,,,,,,5,,,,,,11,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,4,,,,,,,,,,,6,7,,,,,,,,3,5,4,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,11,,2,,,,,,8,,,,,,14,,,17,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,11,,13,,,,,,19,,,,,,,,,,,,,11,,,,,,,,,,,3,4,1,2,,,,,1,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,6,7,,,,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,,,,,,,,,,13,,,,,18,19,2,2,2,2,2,2,2,2,2,4,5,2,2,2,2,2,5,5,5,5,2,7,3,浙江省,杭州市,A1,E,330,3301
100,5f72dff91cd23cb1d5e192b7b9978478,3,dy,2025/3/7,2025/3/7,626,1,37,1,,3,,,,,,,,,,,5,2,4,3,2,,,,4,5,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,15,,,,,,,,,,,,,,,2,3,,,,,1,,,,,,,,9,,,,,14,,,17,,,,1,,,,,,,,9,,,,,,,,,,,,,,3,4,5,,,,,,,,13,14,,,,,2,4,3,3,1,2,,,5,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,7,,,10,11,,13,,,,,,,,,,,,10,,12,,,,,,,19,20,,,,,,,,,,,,,,,,,99,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,,6,,,,,2,,,,6,,8,,,,,,,3,4,4,3,5,4,4,5,4,5,4,5,3,4,4,5,4,4,4,4,4,9,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,20,,,,,,,,,,,,,,13,,,,,,,,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,20,,,,,,,,,,,3,4,,,,,5,,,,,,,,,,,,17,18,,1,1,2,1,4,4,1,1,1,2,4,4,1,4,4,4,5,4,5,5,3,8,4,山西省,长治市,D,N,140,1404
